,sub_id,status,dates
2744,611,active,2021-12
2745,78,canceled,2020-10
2747,517,canceled,2021-07
2748,528,canceled,2021-11
2749,177,active,2020-02
2750,256,active,2020-12
2751,385,canceled,2021-01
2753,962,canceled,2020-12
2754,1000,active,2020-08
2755,1071,canceled,2021-09
2756,711,canceled,2021-04
2757,63,canceled,2020-06
2758,525,active,2020-10
2760,825,active,2021-03
2761,591,canceled,2020-11
2762,773,active,2021-03
2763,599,active,2021-08
2764,903,active,2020-01
2765,84,active,2021-06
2766,545,active,2021-07
2767,118,active,2020-09
2770,827,active,2020-07
2771,51,active,2020-06
2772,673,canceled,2020-12
2773,482,active,2020-01
2775,811,canceled,2020-05
2776,703,active,2021-11
2778,66,active,2021-02
2779,456,active,2021-10
2781,102,canceled,2020-05
2783,952,active,2020-11
2784,411,canceled,2021-02
2786,97,active,2020-03
2787,986,active,2021-12
2788,760,canceled,2020-01
2789,529,active,2021-01
2790,735,canceled,2021-01
2791,468,canceled,2020-04
2792,895,canceled,2021-09
2793,399,active,2021-01
2794,957,canceled,2021-03
2795,733,active,2020-09
2796,540,canceled,2020-10
2797,945,active,2020-09
2798,814,canceled,2020-04
2799,740,active,2021-06
2800,517,canceled,2021-09
2801,908,active,2021-11
2802,967,canceled,2021-10
2803,494,active,2021-11
2804,4,active,2020-12
2805,539,active,2020-08
2806,512,canceled,2021-06
2807,802,canceled,2020-05
2808,327,active,2021-07
2809,62,canceled,2020-01
2810,527,active,2020-10
2811,226,active,2021-08
2812,297,canceled,2021-07
2813,328,canceled,2020-07
2814,277,canceled,2021-07
2815,578,active,2021-09
2816,387,canceled,2021-08
2817,442,active,2021-02
2818,896,active,2021-09
2819,1054,active,2020-11
2820,44,active,2020-10
2821,666,canceled,2021-12
2822,898,active,2020-12
2823,808,active,2021-04
2825,56,canceled,2021-08
2827,372,active,2020-04
2828,290,active,2020-08
2831,58,active,2021-07
2832,96,canceled,2021-01
2834,734,canceled,2021-09
2835,329,canceled,2020-06
2836,933,active,2021-03
2837,990,active,2021-06
2838,769,active,2020-08
2840,555,canceled,2021-01
2841,197,canceled,2021-09
2842,842,canceled,2020-12
2843,982,canceled,2020-09
2844,856,canceled,2021-10
2845,396,canceled,2020-08
2846,722,canceled,2020-01
2847,834,active,2021-10
2848,553,active,2020-07
2849,575,canceled,2020-07
2850,828,active,2020-07
2851,48,canceled,2020-07
2853,942,canceled,2020-11
2857,904,active,2020-02
2858,481,active,2020-07
2859,752,active,2020-08
2861,745,canceled,2021-11
2862,481,canceled,2020-07
2863,1086,active,2021-08
2864,549,active,2021-11
2865,209,canceled,2020-08
2866,43,canceled,2021-11
2867,438,canceled,2021-07
2869,259,canceled,2021-12
2870,130,canceled,2020-12
2872,10,canceled,2021-04
2873,180,active,2020-11
2874,571,canceled,2021-06
2875,1018,active,2021-08
2876,388,canceled,2021-06
2878,925,active,2020-05
2879,721,canceled,2021-01
2880,94,active,2020-11
2881,115,active,2020-07
2882,311,canceled,2020-06
2883,243,canceled,2021-07
2884,60,active,2020-03
2886,67,canceled,2021-07
2887,929,active,2020-04
2888,428,canceled,2021-01
2889,18,canceled,2020-06
2890,814,active,2021-06
2891,1038,active,2020-01
2893,1044,active,2021-04
2894,508,active,2020-03
2896,1073,canceled,2021-05
2897,540,active,2020-07
2898,397,canceled,2020-05
2899,583,canceled,2020-04
2900,570,active,2021-12
2902,1076,active,2020-12
2903,582,active,2021-03
2904,186,active,2021-06
2905,403,canceled,2021-07
2907,548,active,2020-12
2908,320,active,2020-11
2909,287,canceled,2021-07
2910,380,active,2020-10
2911,744,canceled,2021-04
2912,501,active,2020-04
2913,951,active,2021-08
2915,546,active,2021-05
2916,459,active,2020-04
2917,644,canceled,2021-02
2918,219,active,2020-04
2919,75,canceled,2020-05
2921,801,canceled,2021-06
2922,409,canceled,2021-03
2923,1001,canceled,2020-05
2926,417,canceled,2020-09
2927,675,active,2021-09
2928,923,active,2021-04
2929,37,canceled,2021-03
2930,1020,active,2021-04
2931,341,canceled,2021-08
2932,942,canceled,2021-01
2933,278,canceled,2021-03
2934,111,canceled,2020-05
2935,931,canceled,2021-01
2936,366,active,2021-05
2937,549,active,2021-04
2938,606,active,2021-05
2939,43,canceled,2021-02
2940,405,canceled,2020-02
2942,285,canceled,2021-12
2943,587,canceled,2020-05
2946,66,active,2020-10
2947,616,active,2021-07
2948,895,active,2021-05
2949,90,canceled,2021-04
2950,1057,canceled,2020-11
2951,1070,active,2021-05
2952,529,canceled,2021-06
2953,812,active,2021-06
2954,973,canceled,2021-03
2955,99,active,2021-11
2956,95,canceled,2021-10
2958,752,active,2021-10
2959,1014,active,2021-02
2962,828,canceled,2021-11
2963,791,active,2021-09
2964,601,active,2021-07
2965,512,canceled,2020-09
2966,996,canceled,2021-11
2968,281,canceled,2021-03
2969,635,canceled,2021-03
2970,845,active,2021-06
2971,632,active,2021-10
2972,469,canceled,2021-08
2973,1037,canceled,2021-01
2974,502,active,2020-02
2975,414,canceled,2020-04
2976,433,canceled,2021-12
2977,829,active,2021-01
2978,587,canceled,2020-10
2979,325,active,2020-11
2980,609,canceled,2021-07
2981,851,active,2021-11
2983,462,active,2020-06
2984,256,canceled,2021-01
2985,1062,active,2021-06
2986,173,active,2020-08
2987,117,canceled,2020-07
2989,149,canceled,2021-12
2990,13,canceled,2020-04
2991,21,canceled,2020-06
2993,150,active,2020-10
2994,352,canceled,2021-12
2997,19,active,2020-07
2998,276,active,2021-04
2999,190,canceled,2020-04
3000,38,canceled,2020-10
3001,202,active,2021-05
3002,408,canceled,2020-12
3003,372,active,2021-10
3004,415,canceled,2021-06
3005,571,canceled,2021-04
3006,838,active,2020-03
3008,422,active,2020-05
3009,417,canceled,2021-08
3010,824,active,2021-11
3012,611,canceled,2021-11
3014,170,active,2021-07
3015,398,canceled,2020-05
3016,511,active,2021-03
3017,449,canceled,2021-08
3018,962,canceled,2021-09
3019,817,active,2020-05
3020,1006,active,2020-10
3022,706,active,2021-11
3023,778,canceled,2021-04
3024,939,canceled,2021-12
3025,168,active,2021-09
3027,560,active,2020-09
3028,578,canceled,2020-03
3029,680,active,2021-02
3030,949,canceled,2021-06
3032,369,active,2020-11
3033,307,active,2021-11
3034,337,active,2021-08
3035,618,active,2021-09
3036,194,active,2020-12
3037,409,canceled,2021-03
3038,101,canceled,2020-07
3039,913,active,2020-09
3041,482,active,2021-05
3042,389,canceled,2020-12
3043,678,canceled,2021-04
3044,777,active,2021-08
3046,563,active,2021-07
3047,136,canceled,2020-07
3048,885,canceled,2021-07
3049,477,active,2021-10
3050,53,active,2020-12
3051,230,canceled,2021-03
3052,678,active,2021-01
3053,229,canceled,2020-02
3054,410,active,2020-04
3055,88,canceled,2021-09
3056,514,canceled,2020-09
3057,254,canceled,2021-08
3058,482,active,2021-03
3059,1087,active,2021-05
3061,65,canceled,2021-01
3062,812,canceled,2021-10
3065,576,canceled,2021-12
3066,924,canceled,2021-01
3068,363,canceled,2020-02
3069,39,active,2020-12
3070,36,active,2020-07
3071,964,canceled,2020-06
3072,71,canceled,2020-07
3074,426,active,2020-10
3075,817,active,2020-02
3076,972,canceled,2021-09
3078,347,canceled,2021-08
3081,142,canceled,2021-02
3083,704,canceled,2021-12
3084,155,active,2020-08
3085,1018,canceled,2020-05
3086,754,canceled,2021-01
3087,275,canceled,2021-08
3088,763,active,2020-08
3089,631,canceled,2021-12
3090,728,active,2021-08
3091,975,canceled,2021-09
3094,535,canceled,2021-06
3095,564,active,2020-12
3096,93,active,2021-04
3097,812,canceled,2021-07
3098,1026,active,2021-01
3099,565,canceled,2020-05
3100,781,canceled,2020-10
3101,697,canceled,2020-12
3102,566,canceled,2021-10
3103,685,canceled,2020-07
3104,34,active,2021-10
3105,698,canceled,2020-08
3106,895,canceled,2021-05
3107,184,canceled,2021-12
3109,454,canceled,2021-10
3110,308,active,2021-05
3111,460,active,2021-06
3112,1046,canceled,2020-05
3113,1071,canceled,2021-04
3115,620,active,2020-10
3116,223,active,2021-10
3117,963,active,2021-05
3118,862,canceled,2020-04
3119,797,canceled,2021-06
3120,652,active,2021-08
3121,723,canceled,2020-11
3122,57,canceled,2021-07
3124,391,canceled,2021-03
3125,530,canceled,2021-07
3126,791,canceled,2020-08
3127,930,active,2021-09
3128,455,active,2021-01
3130,600,canceled,2021-06
3131,648,canceled,2020-11
3132,668,active,2020-05
3133,1043,canceled,2021-07
3135,1064,active,2021-06
3136,17,active,2020-05
3137,98,active,2020-06
3138,76,active,2020-05
3139,990,canceled,2021-08
3140,516,canceled,2021-08
3142,760,canceled,2021-04
3143,599,canceled,2021-08
3144,907,active,2020-11
3145,874,active,2020-09
3146,1074,active,2021-06
3147,33,active,2020-06
3148,588,canceled,2021-02
3149,891,active,2021-06
3150,443,canceled,2021-07
3152,252,canceled,2020-12
3153,304,active,2020-04
3154,532,canceled,2020-02
3155,459,active,2020-11
3156,436,canceled,2021-05
3157,599,active,2021-04
3158,694,canceled,2021-04
3159,593,active,2020-05
3160,927,canceled,2020-02
3161,100,active,2021-11
3162,363,active,2020-05
3163,985,active,2021-05
3165,399,active,2021-10
3166,198,active,2020-01
3167,806,canceled,2020-07
3168,997,active,2020-06
3169,498,active,2020-07
3170,191,canceled,2021-06
3171,634,canceled,2020-12
3172,95,canceled,2021-01
3174,874,canceled,2021-03
3176,585,active,2020-06
3177,544,canceled,2021-02
3179,314,active,2020-11
3180,1051,active,2020-11
3182,929,active,2021-08
3183,603,canceled,2021-02
3184,249,canceled,2021-11
3185,550,active,2020-06
3186,775,active,2021-02
3187,972,active,2020-12
3188,777,active,2021-04
3189,1056,canceled,2021-12
3190,702,active,2021-07
3191,282,active,2020-12
3192,943,active,2021-08
3193,585,active,2021-11
3195,991,canceled,2021-04
3196,675,active,2021-05
3198,1049,canceled,2020-11
3199,651,canceled,2020-12
3200,483,active,2021-01
3201,723,active,2021-11
3203,112,active,2021-06
3204,1087,canceled,2020-06
3205,1087,active,2021-04
3206,823,canceled,2020-11
3207,313,canceled,2020-12
3208,612,canceled,2021-11
3209,612,canceled,2021-10
3210,253,canceled,2021-07
3211,57,canceled,2021-07
3212,561,active,2021-11
3213,695,active,2021-02
3214,749,active,2021-08
3215,221,canceled,2020-02
3217,677,canceled,2020-07
3218,848,canceled,2020-07
3219,355,canceled,2020-04
3220,604,canceled,2020-04
3222,735,active,2020-09
3224,334,active,2021-07
3225,572,active,2021-03
3226,623,active,2021-06
3227,555,canceled,2020-12
3228,972,active,2021-07
3229,537,active,2020-10
3230,947,canceled,2020-04
3231,370,canceled,2020-08
3233,1039,active,2020-02
3234,922,active,2020-10
3236,823,canceled,2020-09
3237,429,canceled,2021-03
3239,1056,canceled,2020-05
3240,848,canceled,2020-12
3241,16,canceled,2021-03
3242,192,canceled,2021-04
3243,649,canceled,2021-09
3244,318,active,2021-11
3245,161,canceled,2021-11
3247,4,canceled,2021-03
3248,738,canceled,2021-01
3249,273,canceled,2020-04
3250,652,canceled,2021-06
3252,237,active,2021-06
3253,820,active,2020-02
3254,621,active,2021-10
3255,503,canceled,2021-09
3256,771,active,2021-05
3258,321,active,2021-01
3261,755,active,2020-06
3262,106,canceled,2020-11
3263,191,canceled,2021-06
3264,902,active,2020-03
3265,739,active,2020-04
3266,446,canceled,2021-04
3267,649,canceled,2020-06
3268,425,active,2021-12
3269,458,canceled,2021-03
3270,344,active,2021-11
3271,597,canceled,2020-11
3272,1062,active,2021-09
3273,199,canceled,2020-03
3274,971,canceled,2020-04
3275,487,active,2021-02
3276,178,canceled,2021-05
3277,538,canceled,2021-05
3278,86,active,2020-07
3279,538,active,2021-06
3281,870,canceled,2021-03
3282,783,canceled,2021-04
3283,227,canceled,2021-11
3284,178,active,2020-09
3285,998,active,2021-06
3286,856,active,2020-08
3287,757,canceled,2020-03
3289,761,canceled,2021-11
3290,185,canceled,2020-09
3291,373,canceled,2020-02
3292,429,canceled,2021-02
3293,1017,active,2021-11
3294,1071,active,2020-08
3296,444,canceled,2021-03
3297,42,active,2021-09
3298,124,canceled,2021-09
3301,1078,canceled,2020-04
3302,17,active,2021-12
3303,760,active,2021-02
3304,399,active,2021-03
3307,924,active,2020-11
3308,745,canceled,2020-11
3310,286,active,2021-11
3311,133,canceled,2020-09
3312,50,canceled,2020-06
3313,182,active,2020-11
3314,302,active,2021-09
3315,423,active,2021-08
3316,761,canceled,2020-09
3317,150,active,2021-12
3318,487,active,2021-03
3319,371,canceled,2021-10
3320,841,active,2021-03
3321,1029,canceled,2021-04
3322,353,active,2021-03
3324,1009,canceled,2020-08
3326,442,canceled,2020-11
3327,170,active,2021-12
3328,185,active,2021-01
3330,304,canceled,2021-01
3331,2,canceled,2020-02
3332,1018,active,2020-08
3333,880,active,2021-09
3334,908,active,2021-02
3335,643,canceled,2020-10
3336,1088,canceled,2021-03
3337,150,active,2021-06
3338,421,active,2021-10
3339,567,active,2021-11
3340,4,canceled,2020-07
3342,1040,active,2020-11
3344,1003,active,2020-01
3345,182,canceled,2021-08
3346,305,canceled,2021-10
3347,933,active,2020-08
3348,358,active,2021-09
3349,1074,canceled,2021-10
3351,104,canceled,2020-02
3352,565,canceled,2020-09
3353,1057,canceled,2020-11
3354,106,active,2021-11
3355,960,active,2020-12
3356,37,active,2020-10
3360,427,canceled,2020-01
3361,320,canceled,2021-08
3362,401,active,2021-11
3363,968,canceled,2020-09
3364,48,canceled,2021-09
3365,378,canceled,2021-08
3366,988,canceled,2021-04
3367,484,canceled,2021-07
3368,374,active,2021-07
3369,57,active,2021-04
3370,636,canceled,2020-12
3371,332,canceled,2020-09
3372,545,canceled,2021-08
3374,936,active,2021-12
3375,577,canceled,2021-07
3377,493,canceled,2021-07
3379,219,canceled,2020-06
3380,740,active,2020-12
3382,883,active,2020-05
3383,322,canceled,2021-11
3385,1046,canceled,2020-07
3386,1,canceled,2021-03
3387,733,canceled,2020-06
3388,748,active,2020-06
3389,696,active,2020-05
3390,831,canceled,2020-05
3391,899,active,2021-07
3392,844,active,2021-06
3393,491,canceled,2021-12
3394,477,active,2020-09
3395,945,canceled,2021-07
3396,668,active,2021-06
3397,395,active,2021-03
3398,628,canceled,2021-09
3399,130,canceled,2021-04
3400,444,canceled,2021-01
3402,984,active,2021-03
3403,876,canceled,2020-06
3404,23,canceled,2020-07
3405,24,canceled,2020-01
3406,868,canceled,2021-06
3407,923,active,2021-11
3409,366,canceled,2020-07
3410,857,active,2020-03
3411,498,canceled,2021-10
3412,25,canceled,2021-06
3414,363,canceled,2021-03
3415,210,active,2021-06
3416,175,canceled,2020-01
3418,130,canceled,2021-04
3419,957,active,2020-07
3421,64,active,2020-10
3422,889,canceled,2021-07
3423,985,canceled,2021-01
3424,996,active,2021-07
3425,1052,active,2021-03
3426,814,active,2021-03
3427,697,active,2020-04
3428,357,active,2020-03
3429,914,active,2021-09
3430,233,canceled,2021-07
3431,895,canceled,2020-04
3432,821,canceled,2020-02
3433,1020,active,2020-02
3434,851,canceled,2021-04
3435,297,active,2020-11
3436,881,canceled,2021-08
3437,3,canceled,2021-01
3438,242,active,2021-05
3439,487,canceled,2020-04
3440,260,canceled,2021-06
3442,831,canceled,2021-06
3443,54,active,2021-04
3444,120,active,2021-02
3446,432,active,2021-09
3447,698,active,2021-09
3449,79,active,2020-11
3450,42,active,2021-09
3451,388,active,2021-11
3452,542,canceled,2020-09
3453,623,active,2021-05
3454,760,active,2020-03
3455,689,active,2020-10
3456,864,canceled,2020-12
3457,278,active,2021-01
3458,413,canceled,2021-10
3459,471,active,2021-07
3461,667,active,2021-11
3462,936,canceled,2020-07
3463,348,active,2021-05
3464,782,canceled,2020-09
3465,466,active,2020-09
3466,793,canceled,2020-10
3467,275,canceled,2021-12
3468,337,canceled,2021-07
3469,71,active,2020-12
3470,284,active,2021-01
3471,1048,canceled,2021-10
3472,848,canceled,2020-08
3473,261,active,2021-07
3474,184,canceled,2021-07
3475,1083,active,2021-07
3476,141,active,2021-07
3477,1003,active,2021-10
3478,884,canceled,2020-04
3479,796,active,2020-10
3480,1012,canceled,2020-11
3481,296,canceled,2021-01
3482,179,active,2021-03
3483,379,canceled,2021-11
3485,303,active,2021-05
3486,966,canceled,2021-11
3487,1072,canceled,2020-04
3488,68,canceled,2020-12
3489,99,active,2021-04
3490,206,canceled,2021-05
3491,824,active,2021-06
3492,11,canceled,2021-01
3493,624,active,2021-04
3494,813,active,2021-10
3495,684,canceled,2020-12
3496,572,active,2020-05
3497,10,canceled,2020-12
3498,479,active,2021-07
3499,972,canceled,2021-03
3501,795,active,2021-07
3502,1,active,2021-10
3503,531,canceled,2021-04
3504,242,canceled,2021-09
3505,260,canceled,2020-09
3506,449,canceled,2021-05
3507,996,active,2021-02
3508,138,active,2021-08
3509,145,canceled,2020-09
3510,811,canceled,2020-02
3511,766,canceled,2021-09
3512,479,canceled,2021-06
3513,822,canceled,2020-11
3514,471,active,2021-06
3515,424,canceled,2021-09
3516,1095,canceled,2021-10
3518,420,active,2021-12
3519,809,canceled,2021-11
3520,320,canceled,2020-11
3521,727,active,2021-04
3522,1017,canceled,2021-02
3523,1089,canceled,2021-07
3524,535,canceled,2021-03
3526,280,canceled,2021-10
3527,214,active,2020-10
3529,1065,active,2021-10
3530,947,active,2021-08
3531,823,canceled,2021-09
3533,14,active,2021-06
3534,250,active,2020-05
3535,452,canceled,2021-12
3537,614,canceled,2021-03
3538,303,canceled,2021-03
3539,252,canceled,2021-04
3540,554,canceled,2020-08
3542,1036,canceled,2020-05
3543,814,canceled,2020-12
3544,149,active,2021-12
3546,350,canceled,2020-03
3547,804,active,2020-01
3548,587,active,2021-07
3549,382,canceled,2021-09
3550,248,active,2020-10
3552,733,active,2020-08
3554,1096,active,2021-11
3555,164,canceled,2021-06
3556,497,active,2020-01
3557,980,active,2020-03
3558,620,active,2020-10
3559,1020,canceled,2020-04
3560,1003,active,2021-12
3562,230,active,2021-01
3564,577,active,2021-02
3565,927,active,2020-06
3566,415,active,2021-12
3567,215,active,2020-11
3568,885,canceled,2021-08
3569,1017,active,2021-12
3570,626,active,2021-06
3571,171,canceled,2021-04
3572,235,canceled,2021-07
3573,199,canceled,2021-12
3574,546,canceled,2021-08
3575,73,canceled,2021-06
3577,78,active,2020-05
3578,664,active,2020-11
3580,431,canceled,2021-05
3581,123,canceled,2021-09
3582,163,canceled,2021-09
3583,799,active,2021-05
3584,554,active,2021-06
3586,1034,active,2021-04
3587,481,active,2020-01
3588,616,canceled,2020-03
3589,749,active,2021-05
3590,214,canceled,2020-12
3591,205,active,2021-04
3593,98,canceled,2020-09
3594,443,active,2020-01
3595,438,active,2021-09
3596,424,active,2020-04
3598,406,active,2020-12
3599,656,active,2021-08
3600,650,canceled,2021-09
3601,409,active,2021-05
3602,731,canceled,2021-04
3603,244,active,2021-07
3604,449,active,2021-10
3605,582,canceled,2020-06
3606,231,canceled,2021-08
3607,1070,canceled,2020-07
3610,608,canceled,2021-05
3611,919,canceled,2020-06
3613,401,canceled,2021-05
3615,242,active,2021-11
3616,658,canceled,2021-12
3617,689,active,2021-08
3618,160,active,2021-08
3619,388,canceled,2021-02
3621,423,active,2020-10
3622,964,canceled,2021-04
3623,848,active,2021-02
3625,726,active,2021-08
3626,383,canceled,2020-10
3627,1041,canceled,2021-05
3628,985,active,2021-04
3629,175,canceled,2020-12
3630,353,canceled,2020-12
3631,811,canceled,2020-12
3632,836,active,2021-08
3633,408,active,2021-02
3635,51,active,2021-07
3636,197,active,2021-02
3637,895,canceled,2020-12
3638,11,canceled,2021-05
3640,1062,canceled,2021-02
3641,601,active,2020-03
3642,821,active,2020-09
3643,841,canceled,2021-09
3644,926,active,2020-02
3645,336,canceled,2021-10
3646,97,active,2021-07
3648,863,active,2021-02
3650,657,canceled,2021-04
3652,615,active,2020-11
3654,233,active,2020-04
3655,845,canceled,2021-12
3656,96,active,2020-02
3659,240,active,2020-12
3660,863,canceled,2021-12
3661,887,canceled,2021-09
3662,190,active,2021-01
3663,90,canceled,2020-06
3664,639,canceled,2021-05
3665,392,active,2020-12
3666,769,active,2020-06
3668,482,canceled,2020-01
3669,4,canceled,2021-02
3670,497,canceled,2020-06
3671,669,canceled,2021-02
3672,659,active,2021-11
3673,403,active,2021-06
3675,971,active,2021-08
3676,224,canceled,2020-07
3677,40,active,2021-11
3678,914,canceled,2021-04
3679,659,canceled,2021-09
3680,105,active,2021-01
3681,146,active,2021-06
3682,595,active,2020-03
3683,370,active,2020-10
3684,854,active,2021-02
3685,221,canceled,2021-07
3686,308,active,2021-02
3687,129,canceled,2020-05
3689,377,canceled,2020-08
3690,419,active,2020-10
3692,781,active,2021-08
3693,119,active,2020-02
3694,984,active,2020-04
3695,596,canceled,2021-12
3696,814,active,2021-08
3697,670,canceled,2021-09
3698,776,canceled,2020-08
3699,914,canceled,2021-07
3700,493,canceled,2020-06
3701,965,active,2020-04
3702,769,active,2020-06
3703,589,canceled,2021-12
3704,134,active,2021-12
3705,65,canceled,2020-11
3706,735,canceled,2020-05
3707,212,canceled,2021-06
3708,138,active,2020-01
3709,77,active,2021-01
3710,731,active,2020-03
3712,206,canceled,2021-08
3713,224,active,2021-02
3714,271,canceled,2021-09
3715,755,active,2020-09
3717,489,canceled,2021-06
3719,64,active,2021-10
3720,500,canceled,2021-10
3721,736,canceled,2021-11
3722,1000,canceled,2020-05
3723,35,active,2021-09
3724,372,active,2021-10
3726,737,active,2020-04
3727,472,active,2021-03
3728,198,active,2021-09
3729,749,canceled,2021-02
3730,23,active,2021-05
3731,670,active,2020-08
3732,294,canceled,2020-06
3733,581,canceled,2020-09
3734,513,active,2021-11
3735,562,active,2021-12
3736,110,canceled,2020-12
3737,88,active,2021-01
3738,791,active,2020-08
3739,817,active,2020-12
3740,86,active,2021-05
3741,595,active,2020-11
3743,1053,canceled,2020-01
3744,568,active,2020-11
3745,568,active,2020-12
3746,190,canceled,2020-10
3747,596,canceled,2020-07
3748,409,canceled,2021-01
3750,371,canceled,2021-09
3751,266,canceled,2021-03
3752,633,canceled,2020-06
3753,929,active,2020-05
3754,500,canceled,2021-06
3755,597,active,2021-09
3756,411,active,2021-05
3757,796,canceled,2020-11
3758,860,active,2020-11
3759,617,active,2020-07
3761,824,active,2021-12
3762,503,canceled,2021-11
3763,702,canceled,2021-12
3765,1026,active,2020-02
3767,576,canceled,2020-07
3768,495,canceled,2021-02
3769,1051,active,2020-10
3770,791,active,2021-10
3772,125,active,2020-09
3773,718,active,2021-01
3774,259,active,2021-10
3775,174,canceled,2020-02
3777,301,canceled,2021-12
3778,264,active,2021-03
3779,800,canceled,2020-06
3780,847,canceled,2021-02
3781,209,active,2020-05
3782,789,canceled,2021-07
3783,212,active,2021-04
3784,1050,canceled,2021-10
3785,96,canceled,2020-12
3787,433,active,2021-02
3788,409,active,2020-05
3789,683,canceled,2021-08
3790,928,canceled,2020-01
3791,37,active,2021-02
3792,934,active,2021-06
3793,245,active,2021-11
3794,52,active,2020-03
3795,617,canceled,2021-03
3797,390,active,2021-04
3798,802,canceled,2021-05
3799,177,canceled,2021-06
3800,276,active,2021-05
3801,718,active,2020-12
3802,947,active,2021-04
3805,389,canceled,2020-01
3806,160,canceled,2020-07
3808,555,active,2021-08
3809,899,active,2021-05
3811,999,canceled,2021-09
3812,552,canceled,2020-09
3813,15,canceled,2021-05
3814,440,active,2021-10
3815,136,active,2021-12
3817,935,canceled,2021-12
3818,442,canceled,2020-08
3819,95,active,2020-02
3820,96,active,2021-04
3821,341,active,2021-01
3822,277,active,2021-09
3824,995,active,2020-05
3825,119,canceled,2020-07
3826,900,active,2020-06
3828,289,active,2021-03
3829,314,canceled,2020-04
3830,411,active,2021-12
3831,816,active,2020-01
3832,253,active,2020-02
3833,411,active,2020-11
3834,433,canceled,2021-11
3835,63,active,2020-11
3836,577,canceled,2021-05
3837,513,canceled,2020-09
3839,50,canceled,2021-10
3840,897,active,2021-09
3841,295,canceled,2021-04
3842,190,active,2020-10
3843,269,active,2021-09
3844,595,active,2021-04
3845,232,active,2021-04
3846,328,canceled,2020-10
3847,741,canceled,2020-04
3848,473,active,2020-08
3849,1061,active,2021-12
3850,355,active,2020-05
3851,717,canceled,2021-02
3852,428,active,2021-06
3853,841,active,2020-12
3854,452,active,2021-01
3856,244,active,2021-05
3857,868,canceled,2021-09
3858,767,canceled,2020-10
3859,442,canceled,2021-10
3861,1034,active,2021-02
3862,338,canceled,2021-03
3863,1050,active,2020-11
3864,391,canceled,2021-06
3865,762,active,2021-07
3866,89,active,2020-11
3867,63,canceled,2020-11
3868,521,active,2020-08
3869,196,active,2021-06
3870,64,canceled,2020-11
3871,470,active,2021-04
3872,662,active,2020-08
3873,732,active,2021-09
3874,955,active,2021-05
3875,500,canceled,2020-04
3876,647,canceled,2020-10
3877,756,active,2020-01
3878,840,canceled,2020-06
3879,803,canceled,2020-08
3880,39,canceled,2020-03
3881,379,active,2021-05
3882,80,canceled,2021-07
3883,780,canceled,2021-07
3884,403,active,2021-01
3885,39,active,2021-11
3886,475,active,2021-11
3887,889,active,2021-08
3888,753,canceled,2021-11
3889,542,active,2021-05
3890,454,canceled,2020-11
3891,29,active,2021-04
3892,835,active,2020-10
3893,263,active,2020-12
3894,369,canceled,2021-07
3896,295,active,2021-12
3897,96,canceled,2020-11
3898,447,canceled,2020-12
3899,943,active,2021-10
3900,780,active,2021-11
3902,316,canceled,2020-06
3903,425,active,2021-03
3904,927,canceled,2021-11
3906,423,active,2021-12
3907,1081,canceled,2021-07
3908,1039,canceled,2021-05
3909,482,canceled,2021-04
3910,748,active,2020-10
3911,617,active,2021-02
3912,185,canceled,2020-05
3913,295,active,2021-08
3914,339,canceled,2021-07
3915,390,active,2021-12
3916,327,canceled,2020-05
3917,407,canceled,2020-04
3918,690,canceled,2021-08
3919,145,active,2020-04
3920,769,active,2021-06
3921,160,active,2021-01
3922,233,active,2021-10
3923,147,canceled,2021-07
3924,912,canceled,2020-08
3925,569,canceled,2021-03
3926,923,active,2021-04
3928,498,active,2021-10
3929,159,active,2021-12
3930,662,active,2020-08
3931,73,active,2021-02
3932,1066,active,2021-11
3933,340,canceled,2020-08
3934,540,active,2021-10
3935,933,canceled,2021-02
3936,59,active,2020-11
3937,854,active,2020-04
3938,804,canceled,2021-12
3940,370,active,2021-10
3941,575,active,2021-11
3942,215,active,2021-06
3943,446,active,2021-08
3944,805,active,2020-09
3945,145,active,2021-08
3946,258,active,2021-11
3947,1015,active,2020-07
3948,245,canceled,2021-12
3950,1091,active,2021-03
3951,48,canceled,2020-04
3952,1081,canceled,2021-04
3953,528,canceled,2020-12
3954,948,canceled,2021-11
3955,506,active,2021-01
3957,766,canceled,2021-06
3958,556,active,2021-02
3959,485,canceled,2021-04
3960,67,canceled,2021-03
3961,500,canceled,2021-04
3963,574,canceled,2021-03
3964,693,active,2021-04
3965,268,active,2020-05
3966,467,active,2021-10
3968,363,active,2020-03
3969,793,canceled,2021-08
3970,549,active,2020-09
3971,467,canceled,2021-01
3973,65,canceled,2021-12
3974,379,active,2021-09
3975,711,canceled,2020-12
3976,235,active,2020-09
3977,78,canceled,2021-09
3978,658,active,2020-01
3980,411,active,2020-04
3981,805,active,2020-05
3984,694,canceled,2021-01
3985,133,canceled,2020-04
3986,751,canceled,2020-07
3987,1009,canceled,2020-11
3989,604,canceled,2021-06
3990,766,active,2020-03
3991,821,canceled,2021-06
3992,35,active,2021-06
3993,321,active,2020-10
3995,49,canceled,2021-09
3996,127,canceled,2021-03
3997,794,canceled,2020-07
3998,187,active,2020-04
3999,258,canceled,2021-05
4000,648,canceled,2021-01
4001,400,active,2021-02
4003,934,active,2021-01
4005,675,canceled,2021-12
4006,310,canceled,2021-07
4007,338,canceled,2021-03
4008,701,active,2020-06
4009,465,canceled,2020-11
4010,339,active,2020-06
